trade_date,trade_time,ts_code,name,open,high,low,close,volume,amount,source,created_at,pre_close,avg_price,vwap_cum,ret_from_open,ret_from_prev_min,bar_index,session
20260812,2026-08-12 10:54:00,600150.SH,中国船舶,33.71,33.71,33.69,33.7,113200.0,3815477.0,tushare,2026-08-13 20:05:40,,33.705627208480564,35.965882323337155,-0.019493744544660907,0.0,30493,morning
20260812,2026-08-12 10:55:00,600150.SH,中国船舶,33.7,33.71,33.69,33.7,84200.0,2837345.0,tushare,2026-08-13 20:05:40,,33.69768408551069,35.96586753267943,-0.019493744544660907,0.0,30494,morning
20260812,2026-08-12 10:56:00,600150.SH,中国船舶,33.7,33.72,33.69,33.7,178600.0,6019612.0,tushare,2026-08-13 20:05:40,,33.704434490481525,35.96583625362846,-0.019493744544660907,0.0,30495,morning
20260812,2026-08-12 10:57:00,600150.SH,中国船舶,33.7,33.7,33.69,33.69,184800.0,6226542.0,tushare,2026-08-13 20:05:40,,33.69340909090909,35.96580373186378,-0.019784695955775367,-0.00029673590504464276,30496,morning
20260812,2026-08-12 10:58:00,600150.SH,中国船舶,33.7,33.7,33.69,33.7,55800.0,1880353.0,tushare,2026-08-13 20:05:40,,33.698082437275986,35.965793932358196,-0.019493744544660907,0.0002968239833780473,30497,morning
20260812,2026-08-12 10:59:00,600150.SH,中国船舶,33.69,33.7,33.69,33.7,110959.0,3738470.0,tushare,2026-08-13 20:05:40,,33.692354833767425,35.96577439695341,-0.019493744544660907,0.0,30498,morning
20260812,2026-08-12 11:00:00,600150.SH,中国船舶,33.7,33.7,33.68,33.68,103541.0,3487730.0,tushare,2026-08-13 20:05:40,,33.684530765590445,35.96575610512588,-0.020075647366889715,-0.0005934718100890635,30499,morning
20260812,2026-08-12 11:01:00,600150.SH,中国船舶,33.68,33.69,33.67,33.69,62900.0,2118887.0,tushare,2026-08-13 20:05:40,,33.68659777424483,35.96574500325685,-0.019784695955775367,0.0002969121140141695,30500,morning
20260812,2026-08-12 11:02:00,600150.SH,中国船舶,33.68,33.7,33.68,33.69,112300.0,3783915.0,tushare,2026-08-13 20:05:40,,33.694701691896704,35.96572525301791,-0.019784695955775367,0.0,30501,morning
20260812,2026-08-12 11:03:00,600150.SH,中国船舶,33.7,33.7,33.68,33.7,100767.0,3394990.0,tushare,2026-08-13 20:05:40,,33.691486300078395,35.9657075062931,-0.019493744544660907,0.0002968239833780473,30502,morning
20260812,2026-08-12 11:04:00,600150.SH,中国船舶,33.7,33.71,33.69,33.71,87447.0,2946746.0,tushare,2026-08-13 20:05:40,,33.697508204969864,35.96569214644296,-0.01920279313354656,0.00029673590504453173,30503,morning
20260812,2026-08-12 11:05:00,600150.SH,中国船舶,33.72,33.72,33.7,33.71,75700.0,2551961.0,tushare,2026-08-13 20:05:40,,33.71150594451783,35.965678932148755,-0.01920279313354656,0.0,30504,morning
20260812,2026-08-12 11:06:00,600150.SH,中国船舶,33.7,33.71,33.69,33.7,131153.0,4419544.0,tushare,2026-08-13 20:05:40,,33.69762033655349,35.96565589724543,-0.019493744544660907,-0.00029664787896765965,30505,morning
